exe,threads,type,elems,turns,throughput,stdev
circularfifo-pop,57,consumer,10000,100,355.54860000000002,1.5718400809242672
circularfifo-pop,114,consumer,10000,100,292.80080000000004,2.5316120871887113
circularfifo-push,1,producer,10000,100,897.30189999999982,1.3500720314116565
circularfifo-push,4,producer,10000,100,340.37389999999999,3.82333319107817
circularfifo-push,16,producer,10000,100,325.22590000000002,4.585342221688582
circularfifo-push,32,producer,10000,100,301.50849999999997,2.2844543878134242
circularfifo-push,57,producer,10000,100,279.84340000000003,4.0767333785765265
circularfifo-push,114,producer,10000,100,237.88720000000004,3.3802117921810728
folly,1,consumer,100000,100,492.83689999999996,45.354852704975244
folly,1,producer,100000,100,495.15419999999995,47.169174702977372
folly,1,total,100000,100,987.99139999999989,92.504306798332365
folly,4,consumer,100000,100,293.86529999999999,46.185453513092185
folly,4,producer,100000,100,297.06370000000004,45.366697622926011
folly,4,total,100000,100,590.92920000000004,91.499258303879159
folly,16,consumer,100000,100,200.02080000000001,11.961712860623262
folly,16,producer,100000,100,201.1986,12.408689747108674
folly,16,total,100000,100,401.21960000000001,24.36658152141986
folly,32,consumer,100000,100,168.05960000000002,8.2849196640643363
folly,32,producer,100000,100,169.05720000000002,8.4412782776070081
folly,32,total,100000,100,337.11710000000005,16.724590592597472
folly,57,consumer,100000,100,158.55189999999999,2.9253541136074444
folly,57,producer,100000,100,159.59520000000001,2.9183054603656511
folly,57,total,100000,100,318.14709999999997,5.8424131050448702
folly,114,consumer,100000,100,144.17040000000003,2.3110642223875986
folly,114,producer,100000,100,144.88399999999999,2.3148611189442923
folly,114,total,100000,100,289.05450000000002,4.6258027465511358
folly-pop,1,consumer,10000,100,3414.357,169.18731743543896
folly-pop,4,consumer,10000,100,1029.7050000000002,18.708045461779282
folly-pop,16,consumer,10000,100,626.73190000000011,3.1783531411723405
folly-pop,32,consumer,10000,100,538.87059999999997,3.9645236838742832
folly-pop,57,consumer,10000,100,562.2722,2.2397910081076584
folly-pop,114,consumer,10000,100,446.29070000000002,3.3104278590538661
folly-push,1,producer,10000,100,2461.3450000000003,8.9089283867365001
folly-push,4,producer,10000,100,914.85639999999989,11.383029378860453
folly-push,16,producer,10000,100,546.79099999999994,4.0481508618133297
folly-push,32,producer,10000,100,455.57999999999993,4.5117246591519731
folly-push,57,producer,10000,100,457.64690000000007,15.287150110141525
folly-push,114,producer,10000,100,371.28100000000001,15.304470196645159
