exe,threads,type,elems,turns,throughput,stdev
boost-static-pop,114,consumer,10000,100,2662.3370000000004,6.9264825849777756
boost-static-push,1,producer,10000,100,1685.3,13.787563961773689
boost-static-push,4,producer,10000,100,1620.271,10.474352915574336
boost-static-push,16,producer,10000,100,1344.259,18.726560522423753
boost-static-push,32,producer,10000,100,833.35110000000009,14.69112420102697
boost-static-push,57,producer,10000,100,517.10500000000002,4.9725212317294254
boost-static-push,114,producer,10000,100,234.9297,16.882184740429771
circularfifo,1,consumer,100000,100,161.60470000000001,27.360796180118736
circularfifo,1,producer,100000,100,161.79220000000001,27.403101440530413
circularfifo,1,total,100000,100,323.39700000000005,54.763821165072102
circularfifo,4,consumer,100000,100,160.25449999999998,17.586418482738321
circularfifo,4,producer,100000,100,160.27169999999995,17.5887004866761
circularfifo,4,total,100000,100,320.52629999999999,35.174998908457695
circularfifo,16,consumer,100000,100,123.26100000000001,7.9314969331142047
circularfifo,16,producer,100000,100,123.65509999999999,8.0982894792665956
circularfifo,16,total,100000,100,246.91590000000002,16.028938220917816
circularfifo,32,consumer,100000,100,101.73356,2.4104421039303143
circularfifo,32,producer,100000,100,101.93557999999999,2.4012543196421334
circularfifo,32,total,100000,100,203.66910000000001,4.8109814892597544
circularfifo,57,consumer,100000,100,102.49421000000002,2.2071553902931238
circularfifo,57,producer,100000,100,102.66481000000002,2.2485202967507321
circularfifo,57,total,100000,100,205.15889999999999,4.455477672483612
circularfifo,114,consumer,100000,100,90.559380000000004,0.63938808215355425
circularfifo,114,producer,100000,100,90.633380000000002,0.63564011012522004
circularfifo,114,total,100000,100,181.19280000000003,1.2749566110264312
circularfifo-pop,1,consumer,10000,100,985.10860000000014,3.5888360564394772
circularfifo-pop,4,consumer,10000,100,475.8424,5.2821281165833165
circularfifo-pop,16,consumer,10000,100,399.77059999999994,1.9070586357005272
circularfifo-pop,32,consumer,10000,100,375.59520000000003,3.3486755829730712
circularfifo-pop,57,consumer,10000,100,354.38140000000004,2.6241172687210428
circularfifo-pop,114,consumer,10000,100,294.24670000000003,2.9433517645704548
circularfifo-push,1,producer,10000,100,768.87869999999998,1.8928797135581381
circularfifo-push,4,producer,10000,100,318.95699999999999,2.7605364696015111
circularfifo-push,16,producer,10000,100,299.48320000000001,2.9300164777693585
circularfifo-push,32,producer,10000,100,272.22739999999999,3.6121643151993998
circularfifo-push,57,producer,10000,100,248.57199999999997,4.1096851947564073
circularfifo-push,114,producer,10000,100,198.15010000000001,8.7616735439070155
folly,1,consumer,100000,100,439.35290000000003,32.462476863141546
folly,1,producer,100000,100,440.65069999999997,32.861683404993116
folly,1,total,100000,100,880.00350000000003,65.300281655211876
folly,4,consumer,100000,100,258.83299999999997,17.400592633585795
folly,4,producer,100000,100,261.05859999999996,16.334472658766799
folly,4,total,100000,100,519.89139999999998,33.681126231763685
folly,16,consumer,100000,100,174.41069999999996,8.9786691335631659
folly,16,producer,100000,100,175.09890000000001,9.5910059894674227
folly,16,total,100000,100,349.50969999999995,18.558107829463655
folly,32,consumer,100000,100,163.1602,4.7452561743282118
folly,32,producer,100000,100,163.63000000000002,4.6397214140506327
folly,32,total,100000,100,326.79010000000005,9.3836689141294833
folly,57,consumer,100000,100,145.50730000000001,2.0194993958899836
folly,57,producer,100000,100,146.07900000000001,2.0405896206733924
folly,57,total,100000,100,291.5865,4.0599685282031377
folly,114,consumer,100000,100,130.96250000000001,2.2663452186284432
folly,114,producer,100000,100,131.35280000000003,2.2387435672716038
folly,114,total,100000,100,262.31539999999995,4.5052181345635152
folly-pop,1,consumer,10000,100,3486.6210000000001,17.22699477564208
folly-pop,4,consumer,10000,100,1038.3399999999999,14.181314466578904
folly-pop,16,consumer,10000,100,628.66140000000007,5.7097131486616632
folly-pop,32,consumer,10000,100,535.91869999999994,3.8522872180044017
folly-pop,57,consumer,10000,100,559.49839999999995,1.995372606808075
folly-pop,114,consumer,10000,100,555.95489999999995,2.3449660317369228
folly-push,1,producer,10000,100,1643.2650000000001,4.9830076259223111
folly-push,4,producer,10000,100,763.62260000000003,5.42084718840146
folly-push,16,producer,10000,100,442.7629,4.2519670847738178
folly-push,32,producer,10000,100,365.21140000000003,4.4073449195632586
folly-push,57,producer,10000,100,356.21109999999999,12.674595326478872
folly-push,114,producer,10000,100,256.57370000000003,9.9869404529114938
