exe,threads,type,elems,turns,throughput,stdev
boost-static-push,2,producer,10000,1000,113102.10000000001,7427.678647464495
boost-static-push,4,producer,10000,1000,101538.93999999999,1952.4009133372158
boost-static-push,8,producer,10000,1000,75576.979999999996,2111.7551940506737
boost-static-push,14,producer,10000,1000,40549.150000000001,1049.0278759403859
boost-static-push,28,producer,10000,1000,22154.66,466.6258826940487
circularfifo,1,consumer,100000,1000,13259.931,1807.4346087892091
circularfifo,1,producer,100000,1000,13380.507999999998,1919.6173937990873
circularfifo,1,total,100000,1000,26640.439999999995,3726.3948605052578
circularfifo,2,consumer,100000,1000,12767.349999999999,1556.2834505641956
circularfifo,2,producer,100000,1000,12951.869999999999,1607.8230823383524
circularfifo,2,total,100000,1000,25719.23,3163.8528916654773
circularfifo,4,consumer,100000,1000,6889.0309999999999,96.702885939355355
circularfifo,4,producer,100000,1000,7045.7290000000012,111.10147284802296
circularfifo,4,total,100000,1000,13934.759999999998,207.3293235410755
circularfifo,8,consumer,100000,1000,6377.5020000000004,188.37663404997969
circularfifo,8,producer,100000,1000,6521.1100000000006,190.49040862993607
circularfifo,8,total,100000,1000,12898.6,376.61228870019613
circularfifo,14,consumer,100000,1000,5366.2959999999994,398.96126830057051
circularfifo,14,producer,100000,1000,5429.0250000000005,401.63284069532949
circularfifo,14,total,100000,1000,10795.327000000001,800.55199941103126
circularfifo,28,consumer,100000,1000,3618.6440000000002,149.94108350949045
circularfifo,28,producer,100000,1000,3692.875,152.23852831987043
circularfifo,28,total,100000,1000,7311.5199999999995,302.10223759515588
circularfifo-pop,1,consumer,10000,1000,35204.529999999999,3994.6815400104169
circularfifo-pop,2,consumer,10000,1000,34362.25,1334.4290046682884
circularfifo-pop,4,consumer,10000,1000,22100.269999999997,945.9002632941806
circularfifo-pop,8,consumer,10000,1000,10835.700000000001,98.679927036859695
circularfifo-pop,14,consumer,10000,1000,10523.130000000001,48.856382387565127
circularfifo-pop,28,consumer,10000,1000,11476.610000000001,338.59843605663633
circularfifo-push,1,producer,10000,1000,43754.709999999999,928.87696542653168
circularfifo-push,2,producer,10000,1000,41735.419999999998,1001.4090091466129
circularfifo-push,4,producer,10000,1000,26731.309999999998,772.06257965271197
circularfifo-push,8,producer,10000,1000,10674.639999999999,128.23326557488897
circularfifo-push,14,producer,10000,1000,9568.3850000000002,86.985199114562008
circularfifo-push,28,producer,10000,1000,9196.5869999999977,72.622721933290407
folly,1,consumer,100000,1000,30030.690000000002,1230.2522102804774
folly,1,producer,100000,1000,30447.130000000005,1265.6780625814761
folly,1,total,100000,1000,60477.809999999998,2495.9129710188213
folly,2,consumer,100000,1000,29981.609999999997,783.50456597265611
folly,2,producer,100000,1000,30390.5,803.78483936934276
folly,2,total,100000,1000,60372.099999999999,1587.2978951664988
folly,4,consumer,100000,1000,18424.41,480.41765673213922
folly,4,producer,100000,1000,18937.43,517.84116879599264
folly,4,total,100000,1000,37361.819999999992,998.10721548338643
folly,8,consumer,100000,1000,13984.620000000001,687.29331991515812
folly,8,producer,100000,1000,14442.329999999998,740.10317800966095
folly,8,total,100000,1000,28426.940000000002,1427.0366534886202
folly,14,consumer,100000,1000,12386.41,228.9249547340788
folly,14,producer,100000,1000,12565.130000000001,241.00953943775764
folly,14,total,100000,1000,24951.52,469.78959077442312
folly,28,consumer,100000,1000,6208.8940000000002,252.21855899992747
folly,28,producer,100000,1000,6356.5330000000004,252.67008766571465
folly,28,total,100000,1000,12565.439999999999,504.68557776104507
folly-pop,1,consumer,10000,1000,143388.20000000001,16723.61824366964
folly-pop,2,consumer,10000,1000,140452.39999999999,3644.5177239245249
folly-pop,4,consumer,10000,1000,47787.180000000008,898.56327189575211
folly-pop,8,consumer,10000,1000,23458.719999999998,840.49260175209145
folly-pop,14,consumer,10000,1000,20858.269999999997,233.05412697482922
folly-pop,28,consumer,10000,1000,20590.659999999996,118.35340468275508
folly-push,1,producer,10000,1000,108115.3,2457.8565072029733
folly-push,2,producer,10000,1000,99409.87000000001,5662.5683663952341
folly-push,4,producer,10000,1000,62510.779999999992,680.23512229228572
folly-push,8,producer,10000,1000,25428.209999999999,218.51266073159238
folly-push,14,producer,10000,1000,21651.650000000001,166.95233002267454
folly-push,28,producer,10000,1000,18988.57,177.61224085067991
